Address, zip1, rent, beds, baths, sqft, NA, NA1, NA2,0,1,2,3,4,5,6,7
2818 Broadway GAR#B San DIego CA 92102,92102,180.0,0,0.0,,,Cal-Prop,https://listings.cal-prop.com/RMOXtraListing/ListingDetail?unitid=5341&ismap=false,80,"2818 broadway gar#b, san diego, CA, 92102",Match,Non_Exact,"2818 BROADWAY, SAN DIEGO, CA, 92102","-117.13338494899995,32.71589853300003",612868778.0,L
"4328 Fanuel Street - 2, San Diego, CA 92109",92109,2995.0,1,1.0,,,Cazador Management,https://www.cazadormanagement.com/listings/detail/89619f43-3c6b-4a36-9f86-15d9f33d24f2,81,"4328 fanuel street - 2, san diego, CA, 92109",Match,Non_Exact,"4328 FANUEL ST, SAN DIEGO, CA, 92109","-117.24569406599994,32.79617215900004",612857167.0,L
"930 Felspar Street - 5, San Diego, CA 92109",92109,3200.0,1,1.0,550,,Cazador Management,https://www.cazadormanagement.com/listings/detail/2a3bd626-2c6e-47ef-bfdb-f35d4f0cba8e,82,"930 felspar street - 5, san diego, CA, 92109",Match,Non_Exact,"930 FELSPAR ST, SAN DIEGO, CA, 92109","-117.25338245799998,32.79807863600007",195299535.0,L
"930 Felspar Street - 6, San Diego, CA 92109",92109,2500.0,Studio,1.0,400,,Cazador Management,https://www.cazadormanagement.com/listings/detail/21d7d6fa-f919-4693-8da1-92742b2a6ed0,83,"930 felspar street - 6, san diego, CA, 92109",Match,Non_Exact,"930 FELSPAR ST, SAN DIEGO, CA, 92109","-117.25338245799998,32.79807863600007",195299535.0,L
"930 Felspar Street - 24, San Diego, CA 92109",92109,3200.0,1,1.0,550,,Cazador Management,https://www.cazadormanagement.com/listings/detail/42c5b230-5667-47ec-9374-8398e6762834,84,"930 felspar street - 24, san diego, CA, 92109",Match,Non_Exact,"930 FELSPAR ST, SAN DIEGO, CA, 92109","-117.25338245799998,32.79807863600007",195299535.0,L
"930 Felspar Street - 22, San Diego, CA 92109",92109,3200.0,1,1.0,550,,Cazador Management,https://www.cazadormanagement.com/listings/detail/8c284c1b-bcff-44bd-a7f8-5ecf4481466d,85,"930 felspar street - 22, san diego, CA, 92109",Match,Non_Exact,"930 FELSPAR ST, SAN DIEGO, CA, 92109","-117.25338245799998,32.79807863600007",195299535.0,L
"631 Sacramento Ave., Spring Valley, CA 91977-5024",91977-5024,3000.0,3,1.5,1030,,Cethron,https://www.cethron.com/listings/detail/d5f7ae47-3485-4e83-b1aa-a23e6a7c0aff,86,"631 sacramento ave., spring valley, CA, 91977-5024",Match,Non_Exact,"631 SACRAMENTO AVE, SPRING VALLEY, CA, 91977","-116.99869070899996,32.70850976100007",195362013.0,R
"4590 1/2 39th St., San Diego, CA 92116",92116,2275.0,2,1.0,850,,Cethron,https://www.cethron.com/listings/detail/e0aa3632-0846-49ee-8380-4cec3e136f1a,87,"4590 1/2 39th st., san diego, CA, 92116",Match,Exact,"4590 1/2 39TH ST, SAN DIEGO, CA, 92116","-117.11085524199996,32.760931268000036",195346626.0,L
"3417 Meade Avenue, San Diego, CA 92116",92116,3295.0,2,1.0,660,,Cethron,https://www.cethron.com/listings/detail/c998c5b6-e885-47f4-a059-5884070b74e2,88,"3417 meade avenue, san diego, CA, 92116",Match,Exact,"3417 MEADE AVE, SAN DIEGO, CA, 92116","-117.11968716199999,32.75713893600005",612869818.0,R
"4511-4515 35th Street - 4511-04, San Diego, CA 92116",92116,1775.0,1,1.0,,,Cethron,https://www.cethron.com/listings/detail/e85d9c0d-0536-4f83-af5c-c908c12e2e45,89,"4511-4515 35th street - 4511-04, san diego, CA, 92116",Match,Non_Exact,"4515 35TH ST, SAN DIEGO, CA, 92116","-117.11787830699996,32.759329441000034",612871197.0,R
"4511-4515 35th Street - 4511-05, San Diego, CA 92116",92116,2050.0,2,2.0,,,Cethron,https://www.cethron.com/listings/detail/4c3ee953-8833-47eb-b77b-81be917378de,90,"4511-4515 35th street - 4511-05, san diego, CA, 92116",Match,Non_Exact,"4515 35TH ST, SAN DIEGO, CA, 92116","-117.11787830699996,32.759329441000034",612871197.0,R
"3835 Swift Ave. #107, San Diego, CA 92104",92104,1285.0,1,1.0,450,,Cethron,https://www.cethron.com/listings/detail/66ac6122-625f-40aa-b02b-f25549eca045,91,"3835 swift ave. #107, san diego, CA, 92104",Match,Exact,"3835 SWIFT AVE, SAN DIEGO, CA, 92104","-117.11923312399995,32.74825617500005",195346667.0,R
"3820 8th Ave. - 7, San Diego, CA 92103",92103,2200.0,1,1.0,,,Cethron,https://www.cethron.com/listings/detail/655908f5-2a57-4358-9db1-a3c725d1c67d,92,"3820 8th ave. - 7, san diego, CA, 92103",Match,Non_Exact,"3820 8TH AVE, SAN DIEGO, CA, 92103","-117.15725921999996,32.747289186000046",195698847.0,L
"2017 Burroughs Street, San Diego, CA 92111",92111,1795.0,Studio,1.0,375,,Cethron,https://www.cethron.com/listings/detail/f539399e-850d-4ee5-827f-b369a745c69e,93,"2017 burroughs street, san diego, CA, 92111",Match,Exact,"2017 BURROUGHS ST, SAN DIEGO, CA, 92111","-117.16699575899997,32.780806865000045",195306648.0,R
"2015 Burroughs Street, San Diego, CA 92111",92111,3695.0,3,2.0,1300,,Cethron,https://www.cethron.com/listings/detail/21af80b6-13e9-4868-9f99-4f7661044329,94,"2015 burroughs street, san diego, CA, 92111",Match,Exact,"2015 BURROUGHS ST, SAN DIEGO, CA, 92111","-117.16698906999994,32.78078534600007",195306648.0,R
"1568 Fayette Street, El Cajon, CA 92020",92020,,,,2295,,Cethron,https://www.cethron.com/listings/detail/c5dccccf-de22-49ec-bf72-66a47e21465a,95,"1568 fayette street, el cajon, CA, 92020",Match,Exact,"1568 FAYETTE ST, EL CAJON, CA, 92020","-116.97802687199999,32.81642671800006",195328290.0,L
"8472 Via Sonoma, Unit 25, La Jolla, CA 92037",92037,3900.0,2,2.5,1332,,Cethron,https://www.cethron.com/listings/detail/7cb6b127-f3fe-4554-9781-93cdd2022855,96,"8472 via sonoma, unit 25, la jolla, CA, 92037",Match,Exact,"8472 VIA SONOMA, LA JOLLA, CA, 92037","-117.23103531599997,32.85993835200003",645502280.0,L
"1919 Mission Ave. #1919, San Diego, CA 92116",92116,2200.0,2,1.0,625,,Cethron,https://www.cethron.com/listings/detail/bfdf42a9-b9f3-4ac5-8534-85eaf9ddee45,97,"1919 mission ave. #1919, san diego, CA, 92116",Match,Exact,"1919 MISSION AVE, SAN DIEGO, CA, 92116","-117.14460019099994,32.75817862400004",612867410.0,R
"1919 � Mission Ave., San Diego, CA 92116",92116,2200.0,2,1.0,625,,Cethron,https://www.cethron.com/listings/detail/afc21a72-f639-4e65-88f9-d4a2f4d275d6,98,"1919 ï¿½ mission ave., san diego, CA, 92116",Match,Non_Exact,"1919 MISSION AVE, SAN DIEGO, CA, 92116","-117.14460019099994,32.75817862400004",612867410.0,R
"4511-4515 35th Street - 4511-02, San Diego, CA 92116",92116,1850.0,1,1.0,,,Cethron,https://www.cethron.com/listings/detail/7970d671-d440-4982-bdf9-e0ab16ebcaf8,99,"4511-4515 35th street - 4511-02, san diego, CA, 92116",Match,Non_Exact,"4515 35TH ST, SAN DIEGO, CA, 92116","-117.11787830699996,32.759329441000034",612871197.0,R
"2169 Ocean View Blvd., San Diego, CA 92113",92113,1450.0,Studio,1.0,,,Cethron,https://www.cethron.com/listings/detail/8bd6e3ec-b298-44d6-9e05-32efbc02e835,100,"2169 ocean view blvd., san diego, CA, 92113",Match,Exact,"2169 OCEAN VIEW BLVD, SAN DIEGO, CA, 92113","-117.13589535899996,32.70243192200007",195348019.0,R
"2173 � Ocean View Blvd., San Diego, CA 92113",92113,1750.0,1,1.0,,,Cethron,https://www.cethron.com/listings/detail/6de6ae5b-36e9-4387-a9ea-0b2123d31ea7,101,"2173 ï¿½ ocean view blvd., san diego, CA, 92113",Match,Non_Exact,"2173 OCEAN VIEW BLVD, SAN DIEGO, CA, 92113","-117.13583064899996,32.70238782300004",195348019.0,R
"9144 Rosedale Drive, Spring Valley, CA 91977",91977,3150.0,3,2.0,1205,,Cethron,https://www.cethron.com/listings/detail/f562f004-ffc7-4f6c-b780-4092ea4a9456,102,"9144 rosedale drive, spring valley, CA, 91977",Match,Exact,"9144 ROSEDALE DR, SPRING VALLEY, CA, 91977","-117.00180862199994,32.73619858200004",195706647.0,L
"6249-6253 Mary Lane Drive - 6253, San Diego, CA 92115",92115,1995.0,1,1.0,450,,Cethron,https://www.cethron.com/listings/detail/51ec68d7-2e92-46fb-b243-77b5a3a8e3e4,103,"6249-6253 mary lane drive - 6253, san diego, CA, 92115",Match,Non_Exact,"6253 MARY LANE DR, SAN DIEGO, CA, 92115","-117.06560883399999,32.769854612000074",195323585.0,R
"4541 Contour Blvd. #6, San Diego, CA 92115",92115,2025.0,1,1.0,,,Cethron,https://www.cethron.com/listings/detail/da2fc7c1-e60e-4284-bdd3-2ba867abda75,104,"4541 contour blvd. #6, san diego, CA, 92115",Match,Exact,"4541 CONTOUR BLVD, SAN DIEGO, CA, 92115","-117.08259786599996,32.75984329200003",612886573.0,R
"12629 Poway Rd., Poway, CA 92064",92064,,,,657,,Cethron,https://www.cethron.com/listings/detail/1215ebbc-df40-4317-b428-7ec7ac71f86b,105,"12629 poway rd., poway, CA, 92064",Match,Exact,"12629 POWAY RD, POWAY, CA, 92064","-117.05774035899998,32.953567865000025",195319932.0,R
"2234-2284 Fletcher Parkway - D, El Cajon, CA 92020",92020,1350.0,,,750,,Cethron,https://www.cethron.com/listings/detail/67401b47-dbcd-48aa-9659-7af46368b55c,106,"2234-2284 fletcher parkway - d, el cajon, CA, 92020",Match,Non_Exact,"2284 FLETCHER PKWY, EL CAJON, CA, 92020","-116.99524653499998,32.80301317000004",195326322.0,R
"1926 S. Pacific Street, Oceanside, CA 92054",92054,7200.0,3,2.0,1772,Now,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/1926-S-Pacific-Street-Oceanside-CA-92054-2304/,107,"1926 s. pacific street, oceanside, CA, 92054",Match,Exact,"1926 S PACIFIC ST, OCEANSIDE, CA, 92054","-117.36370726499996,33.17141771100006",195290035.0,L
"11319 W. San Raphael Dr, San Diego, CA 92130",92130,4950.0,3,2.5,1952,Now,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/11319-W-San-Raphael-Dr-San-Diego-CA-92130-2120/,108,"11319 w. san raphael dr, san diego, CA, 92130",Match,Non_Exact,"11319 W SAN RAPHAEL, SAN DIEGO, CA, 92130","-117.23224858699996,32.92479216600003",195687220.0,R
"546 Faith Ave, Cardiff By The S, CA 92007",92007,4500.0,3,2.0,1613,Now,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/546-Faith-Ave-Cardiff-By-The-S-CA-92007-2305/,109,", , CA, 92007",No_Match,,,,,
"602 N. Ditmar St., Oceanside, CA 92054",92054,4000.0,3,2.0,950,Now,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/602-N-Ditmar-St-Oceanside-CA-92054-2303/,110,"602 n. ditmar st., oceanside, CA, 92054",Match,Exact,"602 N DITMAR ST, OCEANSIDE, CA, 92054","-117.38088535399999,33.200316480000026",195280201.0,R
"12358 Carmel Country Rd Unit 108, San Diego, CA 92130",92130,3995.0,3,2.0,1201,10/13/2023,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/12358-Carmel-Country-Rd-Unit-108-San-Diego-CA-92130-2308/,111,"12358 carmel country rd unit 108, san diego, CA, 92130",Match,Exact,"12358 CARMEL COUNTRY RD, SAN DIEGO, CA, 92130","-117.22742789799997,32.94763742500004",195662147.0,L
"4337 Morgan Creek Way, Oceanside, CA 92057",92057,3900.0,4,2.5,3516,Now,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/4337-Morgan-Creek-Way-Oceanside-CA-92057-1140/,112,"4337 morgan creek way, oceanside, CA, 92057",Match,Exact,"4337 MORGAN CREEK WAY, OCEANSIDE, CA, 92057","-117.31116742699999,33.233271509000076",612887921.0,R
"1812 S. Clementine St. Unit 2, Oceanside, CA 92054",92054,3800.0,2,1.0,965,Now,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/1812-S-Clementine-St-Unit-2-Oceanside-CA-92054-2302/,113,"1812 s. clementine st. unit 2, oceanside, CA, 92054",Match,Exact,"1812 S CLEMENTINE ST, OCEANSIDE, CA, 92054","-117.35877069699995,33.17693330800006",195290070.0,L
"3655 Adams Street, Carlsbad, CA 92008",92008,3800.0,2,1.5,1558,Now,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/3655-Adams-Street--Carlsbad-CA-92008-2294/,114,"3655 adams street, carlsbad, CA, 92008",Match,Exact,"3655 ADAMS ST, CARLSBAD, CA, 92008","-117.33628675999995,33.15664385700006",195290643.0,R
"2744 Via Tulipan, Carlsbad, CA 92010",92010,3600.0,3,2.5,1496,10/13/2023,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/2744-Via-Tulipan-Carlsbad-CA-92010-2073/,115,"2744 via tulipan, carlsbad, CA, 92010",Match,Exact,"2744 VIA TULIPAN, CARLSBAD, CA, 92010","-117.31831710599994,33.17296430000005",195702601.0,L
"2270 Dunstan St Unit #2, Oceanside, CA 92054",92054,3600.0,2,2.0,1200,11/10/2023,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/2270-Dunstan-St-Unit-unit-2-Oceanside-CA-92054-2145/,116,"2270 dunstan st unit #2, oceanside, CA, 92054",Match,Exact,"2270 DUNSTAN ST, OCEANSIDE, CA, 92054","-117.34776877399997,33.19510348800003",195284521.0,L
"318 Juniper Ave #7, Carlsbad, CA 92008",92008,3500.0,1,1.0,980,Now,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/318-Juniper-Ave-unit-7-Carlsbad-CA-92008-2301/,117,"318 juniper ave #7, carlsbad, CA, 92008",Match,Exact,"318 JUNIPER AVE, CARLSBAD, CA, 92008","-117.34436759599998,33.151067316000024",195449223.0,L
"3205 Via Tonala, Carlsbad, CA 92010",92010,3350.0,3,2.5,1500,10/14/2023,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/3205-Via-Tonala-Carlsbad-CA-92010-443/,118,"3205 via tonala, carlsbad, CA, 92010",Match,Exact,"3205 VIA TONALA, CARLSBAD, CA, 92010","-117.32019875499998,33.171896369000024",195375791.0,R
"2835 Guajome Lake Rd., Oceanside, CA 92057",92057,3300.0,3,2.0,1500,10/16/2023,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/2835-Guajome-Lake-Rd-Oceanside-CA-92057-1697/,119,"2835 guajome lake rd., oceanside, CA, 92057",Match,Exact,"2835 GUAJOME LAKE RD, OCEANSIDE, CA, 92057","-117.26453471399998,33.24290097100004",649475656.0,R
Breakwater Townhomes,11111,3150.0,2,1.5,772,10/16/2023,Chamberlain,https://www.cpmteam.com/property-listings/apartments/2541-Jefferson-St-Carlsbad-CA-92008-1648/,120,", , , 11111",No_Match,,,,,
"1014 Laguna Dr. #7, Carlsbad, CA 92008",92008,3100.0,2,2.0,925,11/11/2023,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/1014-Laguna-Dr-unit-7-Carlsbad-CA-92008-933/,121,"1014 laguna dr. #7, carlsbad, CA, 92008",Match,Exact,"1014 LAGUNA DR, CARLSBAD, CA, 92008","-117.34550069199997,33.16532249100004",195290303.0,L
"2863 Andover Ave., Carlsbad, CA 92010",92010,3000.0,2,2.0,1112,10/13/2023,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/2863-Andover-Ave-Carlsbad-CA-92010-1444/,122,"2863 andover ave., carlsbad, CA, 92010",Match,Exact,"2863 ANDOVER AVE, CARLSBAD, CA, 92010","-117.30235952199996,33.16727197900008",195375889.0,L
"1996 Stonecrest Ct., Vista, CA 92081",92081,3000.0,2,2.0,1349,10/14/2023,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/1996-Stonecrest-Ct-Vista-CA-92081-1188/,123,"1996 stonecrest ct., vista, CA, 92081",Match,Exact,"1996 STONECREST CT, VISTA, CA, 92081","-117.23406713399999,33.16686541400003",195294506.0,L
2855 Unicornio,11111,2995.0,2,2.0,1020,Now,Chamberlain,https://www.cpmteam.com/property-listings/apartments/2855-Unicornio--Carlsbad-CA-92009-2195/,124,", , , 11111",No_Match,,,,,
2657-2659 Jefferson St.,11111,2995.0,2,2.0,1000,Now,Chamberlain,https://www.cpmteam.com/property-listings/apartments/2657-2659-Jefferson-St--Carlsbad-CA-92008-956/,125,", , , 11111",No_Match,,,,,
Carlsbad Cabana,11111,2950.0,2,1.5,900,Now,Chamberlain,https://www.cpmteam.com/property-listings/apartments/2730-Jefferson-St--Carlsbad-CA-92008-965/,126,", , , 11111",No_Match,,,,,
"3514 Thunder Drive, Oceanside, CA 92056",92056,2550.0,2,2.0,1280,Now,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/3514-Thunder-Drive-Oceanside-CA-92056-1992/,127,"3514 thunder drive, oceanside, CA, 92056",Match,Exact,"3514 THUNDER DR, OCEANSIDE, CA, 92056","-117.28765665199995,33.181461212000045",195285791.0,L
"1025 Meadowlake Drive, Vista, CA 92084",92084,2250.0,1,1.0,960,Now,Chamberlain,https://www.cpmteam.com/property-listings/apartments/1025-Meadowlake-Drive--Vista-CA-92084-2261/,128,"1025 meadowlake drive, vista, CA, 92084",Match,Exact,"1025 MEADOWLAKE DR, VISTA, CA, 92084","-117.22826428899998,33.21086004700004",640041518.0,R
AFFORDABLE HOUSING Sunny Creek Apts,11111,1822.0,0,1.0,475,10/13/2023,Chamberlain,https://www.cpmteam.com/property-listings/apartments/5410-Sunny-Creek-Road--Carlsbad-CA-92010-1607/,129,", , , 11111",No_Match,,,,,
San Carlos Village Apartments,11111,1750.0,1,1.0,642,10/18/2023,Chamberlain,https://www.cpmteam.com/property-listings/apartments/7717-Tommy-Street-San-Diego-CA-92119-2101/,130,", , , 11111",No_Match,,,,,
"1146 Calle Emparrado, San Marcos, CA 92078",92078,1675.0,0,1.0,350,Now,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/1146-Calle-Emparrado-San-Marcos-CA-92078-2133/,131,"1146 calle emparrado, san marcos, CA, 92078",Match,Non_Exact,"1146 CLL EMPARRADO, SAN MARCOS, CA, 92069","-117.18563495199999,33.15793102400005",195439654.0,R
"1951 Ocean Front, Del Mar, CA 92014",92014,12000.0,3,2.0,1412,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/1951-Ocean-Front-Del-Mar-CA-92014-2300/,132,"1951 ocean front, del mar, CA, 92014",Match,Exact,"1951 OCEAN FRONT, DEL MAR, CA, 92014","-117.26785038999998,32.96524520600008",195297647.0,R
"5145 Palmera Drive, Oceanside, CA 92056",92056,4695.0,5,3.0,2664,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/5145-Palmera-Drive-Oceanside-CA-92056-122/,133,"5145 palmera drive, oceanside, CA, 92056",Match,Exact,"5145 PALMERA DR, OCEANSIDE, CA, 92056","-117.27236640399997,33.230408940000075",195428100.0,L
"1556 Pearl Heights Road, Vista, CA 92084",92084,4100.0,4,3.0,2667,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/1556-Pearl-Heights-Road-Vista-CA-92084-1888/,134,"1556 pearl heights road, vista, CA, 92084",Match,Non_Exact,"1556 PEARL HEIGHTS RD, VISTA, CA, 92081","-117.24039291499997,33.14953866500008",195431193.0,R
"7148 Tanager Drive, Carlsbad, CA 92011",92011,3600.0,2,2.5,1947,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/7148-Tanager-Drive--Carlsbad-CA-92011-1883/,135,"7148 tanager drive, carlsbad, CA, 92011",Match,Exact,"7148 TANAGER DR, CARLSBAD, CA, 92011","-117.27792026899999,33.09876489800007",195450987.0,R
"501 North Pacific Street Unit #11, Oceanside, CA 92054",92054,3450.0,2,2.0,1006,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/501-North-Pacific-Street-Unit-unit-11-Oceanside-CA-92054-2293/,136,"501 north pacific street unit #11, oceanside, CA, 92054",Match,Exact,"501 N PACIFIC ST, OCEANSIDE, CA, 92054","-117.38508999599998,33.19654349000007",195280159.0,L
"6165 Paseo Granito, Carlsbad, CA 92009",92009,3100.0,3,2.0,1104,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/6165-Paseo-Granito-Carlsbad-CA-92009-683/,137,"6165 paseo granito, carlsbad, CA, 92009",Match,Exact,"6165 PSO GRANITO, CARLSBAD, CA, 92009","-117.24408924399995,33.12798234300004",195758637.0,R
"702 Sea Cliff Way, Oceanside, CA 92056",92056,2450.0,2,1.0,850,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/702-Sea-Cliff-Way-Oceanside-CA-92056-884/,138,"702 sea cliff way, oceanside, CA, 92056",Match,Exact,"702 SEA CLIFF WAY, OCEANSIDE, CA, 92056","-117.30853169299996,33.200016762000075",195429810.0,R
"1374 Panorama Ridge, Oceanside, CA 92056",92056,2400.0,2,1.0,1100,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/1374-Panorama-Ridge-Oceanside-CA-92056-2124/,139,"1374 panorama ridge, oceanside, CA, 92056",Match,Non_Exact,"1374 PANORAMA RIDGE RD, OCEANSIDE, CA, 92056","-117.27457364199995,33.22390192900008",195285457.0,L
"10450 Caminito Rimini, San Diego, CA 92129",92129,2200.0,2,1.0,810,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/10450-Caminito-Rimini--San-Diego-CA-92129-2052/,140,"10450 caminito rimini, san diego, CA, 92129",Match,Exact,"10450 CMT RIMINI, SAN DIEGO, CA, 92129","-117.10018337999998,32.96479593600003",612874728.0,L
"1362 Avenida Arana Unit 2, San Marcos, CA 92069",92069,1950.0,1,1.0,600,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/1362-Avenida-Arana-Unit-2-San-Marcos-CA-92069-2241/,141,"1362 avenida arana unit 2, san marcos, CA, 92069",Match,Exact,"1362 AVE ARANA, SAN MARCOS, CA, 92069","-117.18746029099998,33.163432819000036",195421317.0,L
"4927 Seascape Drive Unit 2, Oceanside, CA 92057",92057,1630.0,1,1.0,384,Rented,Chamberlain,https://www.cpmteam.com/property-listings/homes-and-condos/4927-Seascape-Drive-Unit-2-Oceanside-CA-92057-2178/,142,"4927 seascape drive unit 2, oceanside, CA, 92057",Match,Exact,"4927 SEASCAPE DR, OCEANSIDE, CA, 92057","-117.29000691799996,33.23654479900006",195426122.0,R
"6932 Tower Street, La Mesa, CA 91942",91942,2450.0,2,1.0,660,,The Comana Company,https://www.comanacompany.com/listings/detail/14ef4517-90c6-4180-8a59-503f208cdeda,143,"6932 tower street, la mesa, CA, 91942",Match,Exact,"6932 TOWER ST, LA MESA, CA, 91942","-117.04810601699995,32.76329691600006",195414725.0,L
"541 North 1st Street - 2, El Cajon, CA 92021",92021,1475.0,1,1.0,550,,The Comana Company,https://www.comanacompany.com/listings/detail/4ce4b301-b5e5-4adb-a78b-6d1074e47b9a,144,"541 north 1st street - 2, el cajon, CA, 92021",Match,Non_Exact,"541 N 1ST ST, EL CAJON, CA, 92021","-116.944515965,32.80261464800003",195329316.0,R
"541 North 1st Street - 13, El Cajon, CA 92021",92021,1495.0,1,1.0,550,,The Comana Company,https://www.comanacompany.com/listings/detail/b23fe798-62db-4193-80a1-c239ba0b2eb0,145,"541 north 1st street - 13, el cajon, CA, 92021",Match,Non_Exact,"541 N 1ST ST, EL CAJON, CA, 92021","-116.944515965,32.80261464800003",195329316.0,R
"6360 Dwane Avenue, San Diego, CA 92120",92120,5695.0,4,3.0,2638,,The Comana Company,https://www.comanacompany.com/listings/detail/ded8bbe9-561d-46f2-ab22-7af9b6c8dae0,146,"6360 dwane avenue, san diego, CA, 92120",Match,Exact,"6360 DWANE AVE, SAN DIEGO, CA, 92120","-117.06015519799996,32.787701309000056",195323471.0,L
"6108 Nancy Drive , La Mesa, CA 91942",91942,2595.0,2,1.0,2638,,The Comana Company,https://www.comanacompany.com/listings/detail/76719417-c3f4-40b3-b899-115bab57c71e,147,"6108 nancy drive , la mesa, CA, 91942",Match,Exact,"6108 NANCY DR, LA MESA, CA, 91942","-116.99713266899994,32.78964969800006",195326681.0,L
"589 N.Johnson Avenue, Unit 133, El Cajon, CA 92020",92020,2295.0,2,2.0,896,,The Comana Company,https://www.comanacompany.com/listings/detail/d149b82b-ebb3-493e-9648-9cef59db4c60,148,"589 n.johnson avenue, unit 133, el cajon, CA, 92020",Match,Exact,"589 N JOHNSON AVE, EL CAJON, CA, 92020","-116.97096246099994,32.80252272800004",636055262.0,R
"6816 Hyde Park Drive #F, San Diego, CA 92119-2247",92119,2795.0,2,2.0,1094,,The Comana Company,https://www.comanacompany.com/listings/detail/a8e68244-d58f-476c-8151-e93c77455dc0,149,"6816 hyde park drive #f, san diego, CA, 92119",Match,Exact,"6816 HYDE PARK DR, SAN DIEGO, CA, 92119","-117.04897020899995,32.80049641800008",634953041.0,L
"10958 Dutton Drive, La Mesa, CA 91941",91941,3995.0,3,2.0,1772,,The Comana Company,https://www.comanacompany.com/listings/detail/70eddd50-6a0f-47ab-92f7-8cba610fd000,150,"10958 dutton drive, la mesa, CA, 91941",Match,Exact,"10958 DUTTON DR, LA MESA, CA, 91941","-116.96059550799998,32.76000094300008",195362983.0,L
"1453 Marline Avenue, El Cajon, CA 92021",92021,2995.0,3,2.0,1050,,The Comana Company,https://www.comanacompany.com/listings/detail/79968b0e-206a-4bc4-850d-0b21b4585a0f,151,"1453 marline avenue, el cajon, CA, 92021",Match,Exact,"1453 MARLINE AVE, EL CAJON, CA, 92021","-116.92898386299998,32.80512692100007",195333561.0,R
"1581 Burton Street, San Diego, CA 92111",92111,2795.0,2,1.0,900,,The Comana Company,https://www.comanacompany.com/listings/detail/330c60e8-4003-4223-8b8c-00cdb301417d,152,"1581 burton street, san diego, CA, 92111",Match,Exact,"1581 BURTON ST, SAN DIEGO, CA, 92111","-117.17274694899999,32.77407644500005",195306079.0,R
"4110 3rd Avenue - 103, San Diego, CA 92103",92103,2395.0,2,1.0,750,,The Comana Company,https://www.comanacompany.com/listings/detail/8982ce35-71d7-40ba-8d31-7fa1b38415ff,153,"4110 3rd avenue - 103, san diego, CA, 92103",Match,Non_Exact,"4110 3RD AVE, SAN DIEGO, CA, 92103","-117.16229495299996,32.752095557000075",195342552.0,L
"6857 Mohawk Street, Unit A, San Diego, CA 92115",92115,3895.0,,,1650,,D&M Realty,https://www.dandmpropertymanagement.com/listings/detail/ca3914ef-29eb-40a5-bdda-54ddb8d67ab4,154,"6857 mohawk street, unit a, san diego, CA, 92115",Match,Exact,"6857 MOHAWK ST, SAN DIEGO, CA, 92115","-117.05024888899999,32.769650951000074",195323838.0,R
"1100 Wilshire Blvd Apt 2305 Los Angeles, CA 90017",90017,2395.0,1,2.0,800,,Earnest,https://theearnesthomes.com/renters/#rental-feed-header,155,"1100 wilshire blvd apt 2305, los angeles, CA, 90017",Match,Exact,"1100 WILSHIRE BLVD, LOS ANGELES, CA, 90017","-118.26343805599998,34.05231671200005",650080269.0,L
"7051 White Oak Ave Reseda, CA 91335",91335,2495.0,1,2.0,800,,Earnest,https://theearnesthomes.com/renters/#rental-feed-header,156,", , CA, 91335",No_Match,,,,,
"525 N Sycamore Ave #308 Los Angeles, CA 90036",90036,2500.0,1,2.0,676,,Earnest,https://theearnesthomes.com/renters/#rental-feed-header,157,"525 n sycamore ave #308, los angeles, CA, 90036",Match,Exact,"525 N SYCAMORE AVE, LOS ANGELES, CA, 90036","-118.34283565499999,34.08069636700003",141599621.0,L
